id,nome,genero,educacao_dos_pais,nota_media,attendance,horas_de_sono,nota_final,idade,midterm_Score
740,Aluno740,Masculino,Ensino Fundamental,7.12,61,7,8.24,21,5.16
741,Aluno741,Masculino,Ensino Fundamental,7.19,83,8,9.91,24,8.94
742,Aluno742,Masculino,,7.43,98,4,7.95,16,8.15
743,Aluno743,Masculino,,7.94,85,4,5.93,16,9.86
744,Aluno744,Masculino,,6.51,98,8,9.55,21,5.6
745,Aluno745,Masculino,Ensino Superior,6.07,98,10,6.06,22,5.52
746,Aluno746,Masculino,,9.43,98,9,6.42,22,8.08
747,Aluno747,Masculino,,6.73,62,7,9.16,21,7.08
748,Aluno748,Feminino,Ensino Médio,5.34,67,4,7.99,21,9.77
749,Aluno749,Masculino,Ensino Superior,5.0,85,10,5.85,22,7.52
750,Aluno750,Feminino,Ensino Fundamental,9.39,84,9,8.2,22,8.3
751,Aluno751,Masculino,,8.71,78,10,7.97,17,5.22
752,Aluno752,Masculino,Ensino Superior,8.64,88,8,6.76,24,9.37
753,Aluno753,Masculino,Ensino Superior,7.2,58,10,5.97,17,6.05
754,Aluno754,Masculino,,9.67,98,4,5.95,22,8.44
755,Aluno755,Masculino,Ensino Fundamental,6.46,76,7,7.25,24,6.35
756,Aluno756,Feminino,Ensino Fundamental,8.37,70,4,9.79,21,9.94
757,Aluno757,Masculino,Ensino Fundamental,6.44,89,9,6.85,24,9.65
758,Aluno758,Masculino,,7.46,98,4,8.88,23,8.63
759,Aluno759,Masculino,Ensino Superior,7.68,80,6,9.04,20,9.83
760,Aluno760,Feminino,Ensino Fundamental,9.98,100,8,9.28,21,8.26
761,Aluno761,Feminino,Ensino Fundamental,6.16,69,10,5.65,17,5.4
762,Aluno762,Masculino,Ensino Superior,8.76,71,8,5.87,18,9.26
763,Aluno763,Masculino,Ensino Superior,8.36,67,4,8.88,18,8.05
764,Aluno764,Masculino,,8.14,98,8,8.54,23,6.29
765,Aluno765,Masculino,,9.79,98,10,6.28,15,9.93
766,Aluno766,Masculino,Ensino Fundamental,7.23,54,7,9.19,23,7.08
767,Aluno767,Masculino,Ensino Superior,6.07,50,5,5.33,24,9.55
768,Aluno768,Feminino,Ensino Fundamental,6.41,87,6,7.2,22,5.7
769,Aluno769,Masculino,Ensino Superior,8.86,90,5,7.46,17,7.82
770,Aluno770,Masculino,,6.79,56,4,9.48,23,7.33
771,Aluno771,Feminino,Ensino Fundamental,8.79,99,9,6.59,25,8.26
772,Aluno772,Masculino,,8.75,98,9,8.07,21,5.44
773,Aluno773,Masculino,Ensino Superior,6.26,90,7,6.55,23,9.47
774,Aluno774,Masculino,Ensino Superior,9.89,73,4,8.8,21,5.0
775,Aluno775,Masculino,Ensino Superior,8.28,96,9,9.42,19,8.28
776,Aluno776,Feminino,Ensino Fundamental,5.11,74,9,5.74,15,9.73
777,Aluno777,Masculino,,5.24,98,6,9.86,25,8.68
778,Aluno778,Feminino,Ensino Fundamental,7.2,80,7,5.6,23,5.97
779,Aluno779,Masculino,Ensino Fundamental,6.3,95,5,5.64,23,9.35
780,Aluno780,Masculino,,9.17,98,6,5.37,21,9.07
781,Aluno781,Masculino,Ensino Superior,7.25,89,5,7.48,21,8.08
782,Aluno782,Masculino,Ensino Superior,9.47,99,9,6.76,22,9.62
783,Aluno783,Masculino,,7.27,58,10,8.19,15,9.96
784,Aluno784,Feminino,Ensino Médio,6.54,67,7,8.59,17,9.75
785,Aluno785,Masculino,Ensino Fundamental,9.54,96,7,7.61,25,5.09
786,Aluno786,Masculino,,8.63,98,8,5.49,17,9.32
787,Aluno787,Feminino,,8.82,67,8,7.71,21,7.42
788,Aluno788,Feminino,,5.56,67,5,8.15,20,8.17
789,Aluno789,Masculino,Ensino Superior,9.52,59,8,9.59,23,8.28
790,Aluno790,Masculino,,9.65,50,10,8.18,16,8.7
791,Aluno791,Masculino,Ensino Fundamental,8.85,63,9,7.5,25,8.03
792,Aluno792,Feminino,Ensino Médio,9.35,67,8,6.45,25,9.19
793,Aluno793,Feminino,Ensino Fundamental,6.43,83,6,9.6,21,7.97
794,Aluno794,Masculino,Ensino Superior,9.1,88,8,8.82,20,8.64
795,Aluno795,Feminino,Ensino Médio,7.74,67,10,6.12,17,6.03
796,Aluno796,Masculino,Ensino Fundamental,7.58,79,8,7.57,16,7.78
797,Aluno797,Masculino,Ensino Fundamental,6.49,71,10,5.15,24,7.8
798,Aluno798,Masculino,Ensino Superior,5.25,59,6,9.42,18,5.16
799,Aluno799,Feminino,Ensino Fundamental,5.1,92,9,8.38,19,6.99
800,Aluno800,Masculino,Ensino Superior,5.88,86,9,6.06,20,7.18
801,Aluno801,Feminino,Ensino Fundamental,5.64,93,7,8.53,15,9.96
802,Aluno802,Feminino,Ensino Médio,6.68,67,8,8.75,18,9.09
803,Aluno803,Masculino,,7.8,98,7,7.15,20,9.68
804,Aluno804,Masculino,Ensino Superior,8.9,75,5,7.35,22,9.1
805,Aluno805,Feminino,Ensino Médio,6.97,67,9,7.19,16,8.58
806,Aluno806,Masculino,Ensino Superior,6.12,86,5,6.71,16,8.1
807,Aluno807,Feminino,Ensino Fundamental,7.0,57,8,5.19,15,9.83
808,Aluno808,Feminino,Ensino Fundamental,8.03,67,9,7.09,18,5.65
809,Aluno809,Masculino,Ensino Fundamental,8.23,62,8,8.22,23,9.76
810,Aluno810,Masculino,,7.22,98,7,8.32,19,5.77
811,Aluno811,Masculino,,7.16,98,9,8.46,15,8.87
812,Aluno812,Masculino,Ensino Fundamental,7.13,100,4,7.82,25,7.9
813,Aluno813,Masculino,Ensino Superior,9.38,80,7,8.62,25,9.89
814,Aluno814,Masculino,Ensino Superior,5.85,55,5,9.5,19,7.28
815,Aluno815,Masculino,Ensino Superior,5.88,53,4,9.52,23,8.53
816,Aluno816,Masculino,Ensino Superior,6.23,82,10,8.86,17,6.42
817,Aluno817,Masculino,Ensino Fundamental,8.94,75,7,7.55,24,8.62
818,Aluno818,Masculino,Ensino Fundamental,7.83,67,7,5.11,16,8.76
819,Aluno819,Masculino,,6.61,82,4,7.57,17,8.47
820,Aluno820,Masculino,Ensino Fundamental,6.4,96,6,9.44,23,7.91
821,Aluno821,Feminino,Ensino Médio,7.19,67,5,6.19,21,6.65
822,Aluno822,Masculino,Ensino Fundamental,8.21,87,8,7.35,24,7.43
823,Aluno823,Masculino,Ensino Superior,8.43,99,6,8.16,24,8.93
824,Aluno824,Masculino,Ensino Fundamental,6.96,73,6,5.19,24,8.09
825,Aluno825,Feminino,Ensino Fundamental,5.01,80,4,7.11,16,6.31
826,Aluno826,Masculino,,9.81,98,4,5.88,19,8.02
827,Aluno827,Masculino,Ensino Superior,7.67,83,5,9.32,20,8.17
828,Aluno828,Masculino,Ensino Superior,7.89,96,8,9.42,22,9.58
829,Aluno829,Masculino,Ensino Superior,7.67,97,4,7.22,17,9.58
830,Aluno830,Masculino,,7.49,98,6,9.68,23,8.82
831,Aluno831,Masculino,,6.45,98,8,5.12,21,5.46
832,Aluno832,Masculino,Ensino Superior,7.02,85,5,5.49,23,6.73
833,Aluno833,Feminino,Ensino Médio,9.05,67,4,6.34,22,5.93
834,Aluno834,Masculino,Ensino Superior,9.36,60,9,9.47,22,9.54
835,Aluno835,Masculino,,8.49,98,5,5.4,16,8.3
836,Aluno836,Masculino,,8.56,98,6,7.29,19,6.53
837,Aluno837,Masculino,,5.49,97,9,5.29,21,7.13
838,Aluno838,Masculino,Ensino Superior,9.45,85,4,8.65,18,9.98
839,Aluno839,Feminino,Ensino Fundamental,8.28,72,8,9.94,23,8.2
840,Aluno840,Masculino,Ensino Superior,9.87,57,5,7.09,21,9.25
841,Aluno841,Masculino,Ensino Fundamental,7.94,75,10,8.41,15,8.3
842,Aluno842,Masculino,Ensino Fundamental,8.83,90,9,8.61,23,6.92
843,Aluno843,Masculino,Ensino Fundamental,8.09,52,5,5.85,20,8.99
844,Aluno844,Masculino,Ensino Superior,7.01,60,4,7.09,15,9.81
845,Aluno845,Masculino,,5.86,98,6,9.62,19,7.35
846,Aluno846,Masculino,,6.59,98,7,9.86,19,6.15
847,Aluno847,Masculino,Ensino Fundamental,9.49,56,7,7.63,18,6.48
848,Aluno848,Masculino,Ensino Superior,7.45,69,5,7.45,17,6.79
849,Aluno849,Masculino,Ensino Superior,5.82,54,7,9.59,23,9.38
850,Aluno850,Masculino,,8.38,98,7,6.51,24,7.83
851,Aluno851,Feminino,Ensino Fundamental,7.33,65,6,9.75,18,6.09
852,Aluno852,Feminino,Ensino Médio,8.21,67,6,5.62,15,7.73
853,Aluno853,Masculino,Ensino Fundamental,5.5,99,8,9.32,16,6.13
854,Aluno854,Feminino,Ensino Fundamental,5.1,87,6,5.25,22,9.88
855,Aluno855,Feminino,,9.64,67,6,7.3,18,7.99
856,Aluno856,Masculino,Ensino Superior,6.5,79,7,7.72,18,8.76
857,Aluno857,Feminino,Ensino Fundamental,9.31,92,5,5.49,25,5.41
858,Aluno858,Masculino,Ensino Superior,6.58,63,4,8.88,18,9.97
859,Aluno859,Masculino,Ensino Superior,5.34,98,5,5.68,22,7.68
860,Aluno860,Masculino,Ensino Fundamental,7.16,75,9,5.82,22,9.05
861,Aluno861,Masculino,,5.95,98,8,7.65,16,7.45
862,Aluno862,Masculino,,6.72,69,9,9.25,15,6.71
863,Aluno863,Feminino,,8.06,67,7,6.61,22,9.22
864,Aluno864,Feminino,,5.83,51,4,6.34,20,9.22
865,Aluno865,Masculino,,8.9,98,10,7.74,18,5.05
866,Aluno866,Masculino,,9.37,53,10,7.34,19,7.25
867,Aluno867,Masculino,Ensino Fundamental,7.68,75,6,7.64,19,8.92
868,Aluno868,Feminino,Ensino Fundamental,6.55,70,5,5.79,22,7.48
869,Aluno869,Masculino,,8.2,98,4,5.78,25,9.43
870,Aluno870,Feminino,Ensino Médio,5.5,67,10,7.97,20,9.49
871,Aluno871,Masculino,,8.92,98,4,7.69,25,7.13
872,Aluno872,Masculino,,6.5,98,10,8.3,19,8.3
873,Aluno873,Masculino,,8.42,98,7,9.03,23,7.28
874,Aluno874,Masculino,,9.27,60,10,9.6,25,8.77
875,Aluno875,Masculino,,6.67,98,7,6.2,16,7.39
876,Aluno876,Feminino,Ensino Médio,6.24,67,8,9.66,18,5.13
877,Aluno877,Masculino,Ensino Fundamental,7.72,80,6,9.08,19,5.41
878,Aluno878,Masculino,,8.32,85,6,6.3,22,6.4
879,Aluno879,Masculino,Ensino Fundamental,5.71,56,5,8.52,25,6.67
880,Aluno880,Masculino,Ensino Superior,5.26,70,8,7.58,24,8.29
881,Aluno881,Masculino,Ensino Superior,8.2,80,6,8.71,24,9.13
882,Aluno882,Feminino,Ensino Fundamental,7.66,79,6,9.3,18,9.36
883,Aluno883,Feminino,Ensino Médio,5.91,67,6,9.11,17,9.72
884,Aluno884,Masculino,Ensino Superior,6.03,77,5,7.84,17,8.28
885,Aluno885,Masculino,Ensino Fundamental,6.45,66,5,5.43,21,8.01
886,Aluno886,Masculino,Ensino Superior,6.37,70,10,8.81,22,9.38
887,Aluno887,Feminino,Ensino Médio,7.74,67,6,6.56,25,8.14
888,Aluno888,Masculino,,9.93,98,4,7.37,18,6.91
889,Aluno889,Masculino,Ensino Superior,6.66,97,7,7.87,22,5.97
890,Aluno890,Feminino,Ensino Fundamental,7.68,63,7,8.48,20,7.43
891,Aluno891,Masculino,,5.53,98,6,7.54,17,8.59
892,Aluno892,Feminino,Ensino Médio,8.41,67,7,7.93,17,6.34
893,Aluno893,Masculino,Ensino Fundamental,8.97,65,7,8.22,15,5.71
894,Aluno894,Masculino,Ensino Superior,6.06,55,8,8.94,20,7.98
895,Aluno895,Feminino,Ensino Fundamental,5.25,89,8,7.02,15,9.27
896,Aluno896,Masculino,Ensino Fundamental,9.1,67,9,5.54,22,9.23
897,Aluno897,Masculino,Ensino Superior,8.1,71,5,6.0,24,9.19
898,Aluno898,Masculino,,5.85,98,7,9.34,20,7.35
899,Aluno899,Masculino,Ensino Superior,9.12,59,10,6.98,24,6.24
900,Aluno900,Masculino,Ensino Superior,9.41,57,4,6.21,21,6.7
901,Aluno901,Masculino,,8.13,98,5,9.09,16,5.44
902,Aluno902,Masculino,Ensino Superior,8.43,61,4,7.44,15,6.49
903,Aluno903,Feminino,Ensino Médio,9.6,67,9,7.89,15,7.32
904,Aluno904,Masculino,,9.1,98,5,7.9,16,7.43
905,Aluno905,Feminino,Ensino Fundamental,8.5,54,10,5.76,22,7.02
906,Aluno906,Masculino,Ensino Superior,9.68,60,8,7.84,16,6.95
907,Aluno907,Masculino,Ensino Superior,5.09,79,4,8.16,15,7.09
908,Aluno908,Feminino,Ensino Fundamental,9.65,70,8,7.06,20,6.77
909,Aluno909,Masculino,Ensino Fundamental,9.95,65,10,9.9,17,9.19
910,Aluno910,Feminino,Ensino Médio,7.01,67,4,6.18,21,7.92
911,Aluno911,Feminino,Ensino Médio,9.94,67,7,9.82,17,5.4
912,Aluno912,Masculino,,9.84,98,9,7.12,22,6.02
913,Aluno913,Masculino,Ensino Superior,7.44,79,10,8.22,23,9.86
914,Aluno914,Masculino,Ensino Superior,6.06,63,4,5.26,25,8.86
915,Aluno915,Masculino,Ensino Fundamental,7.86,92,6,8.08,25,5.09
916,Aluno916,Masculino,,8.13,51,7,6.66,15,8.37
917,Aluno917,Masculino,Ensino Fundamental,9.05,96,4,6.61,19,8.41
918,Aluno918,Masculino,,5.58,98,7,7.92,25,9.56
919,Aluno919,Masculino,Ensino Superior,7.45,98,6,7.51,24,7.82
920,Aluno920,Feminino,Ensino Médio,7.18,67,4,9.84,24,9.87
921,Aluno921,Masculino,,7.07,98,9,7.94,15,8.91
922,Aluno922,Masculino,Ensino Superior,8.83,89,7,9.72,18,9.2
923,Aluno923,Masculino,,9.5,98,5,7.6,21,7.95
924,Aluno924,Masculino,,8.94,98,5,9.55,17,5.35
925,Aluno925,Masculino,Ensino Superior,7.38,60,9,7.33,16,9.01
926,Aluno926,Masculino,,6.73,96,7,9.77,20,7.65
927,Aluno927,Feminino,Ensino Fundamental,9.48,68,4,9.12,17,5.53
928,Aluno928,Feminino,Ensino Médio,6.63,67,9,9.78,21,7.5
929,Aluno929,Masculino,Ensino Superior,9.28,75,5,5.24,24,6.86
930,Aluno930,Masculino,Ensino Superior,6.12,96,9,7.39,22,5.84
931,Aluno931,Masculino,,5.57,52,4,7.77,20,7.12
932,Aluno932,Masculino,Ensino Superior,9.15,74,8,7.15,17,5.63
933,Aluno933,Masculino,Ensino Superior,7.07,79,4,5.55,18,7.19
934,Aluno934,Feminino,Ensino Médio,8.9,67,5,9.84,23,6.9
935,Aluno935,Masculino,,8.41,98,4,5.07,18,8.42
936,Aluno936,Masculino,Ensino Fundamental,7.67,64,10,6.2,15,9.96
937,Aluno937,Masculino,Ensino Superior,9.31,70,5,8.08,18,6.09
938,Aluno938,Masculino,,9.61,98,9,6.42,15,6.9
939,Aluno939,Feminino,Ensino Fundamental,9.04,72,7,6.53,16,7.28
940,Aluno940,Masculino,,6.36,59,9,7.73,16,9.47
941,Aluno941,Feminino,,5.22,67,8,7.2,18,5.41
942,Aluno942,Feminino,,6.95,55,10,8.15,19,5.44
943,Aluno943,Masculino,,9.93,70,10,7.82,22,7.92
944,Aluno944,Masculino,Ensino Superior,6.92,79,6,6.76,24,7.42
945,Aluno945,Masculino,Ensino Superior,5.16,92,10,6.05,18,5.85
946,Aluno946,Masculino,,8.68,76,8,5.68,21,6.62
947,Aluno947,Feminino,Ensino Fundamental,6.69,74,8,7.68,16,5.18
948,Aluno948,Masculino,Ensino Fundamental,6.82,91,8,5.91,18,8.47
949,Aluno949,Masculino,Ensino Fundamental,5.44,57,8,8.93,19,8.13
950,Aluno950,Feminino,Ensino Médio,9.81,67,7,8.71,20,5.2
951,Aluno951,Masculino,Ensino Fundamental,7.04,61,7,7.92,22,6.39
952,Aluno952,Feminino,Ensino Fundamental,8.46,53,6,9.65,23,9.65
953,Aluno953,Masculino,,8.26,98,8,8.38,24,6.82
954,Aluno954,Masculino,Ensino Superior,8.49,52,6,6.1,25,7.53
955,Aluno955,Masculino,Ensino Superior,9.45,72,7,5.75,23,9.31
956,Aluno956,Feminino,Ensino Fundamental,7.38,53,9,6.16,18,5.96
957,Aluno957,Masculino,Ensino Fundamental,5.67,65,7,7.37,16,9.79
958,Aluno958,Masculino,,7.84,98,4,8.88,15,9.4
959,Aluno959,Feminino,Ensino Fundamental,8.92,78,6,7.87,20,8.83
960,Aluno960,Feminino,Ensino Fundamental,8.39,87,5,6.77,23,5.41
961,Aluno961,Masculino,Ensino Superior,7.22,100,4,8.87,22,8.34
962,Aluno962,Masculino,Ensino Fundamental,9.53,97,4,8.22,16,7.18
963,Aluno963,Masculino,Ensino Superior,8.21,86,4,7.08,20,9.16
964,Aluno964,Masculino,Ensino Superior,8.1,53,10,7.4,22,8.89
965,Aluno965,Masculino,Ensino Fundamental,6.77,100,8,5.66,21,7.88
966,Aluno966,Feminino,Ensino Médio,5.23,67,5,9.02,19,6.68
967,Aluno967,Masculino,Ensino Superior,8.18,61,7,8.09,25,6.45
968,Aluno968,Masculino,Ensino Superior,7.1,93,9,8.25,22,8.29
969,Aluno969,Masculino,,7.99,98,4,9.35,25,9.62
970,Aluno970,Masculino,Ensino Superior,8.98,65,5,8.26,18,9.09
971,Aluno971,Masculino,Ensino Fundamental,9.44,98,4,7.14,24,7.59
972,Aluno972,Feminino,Ensino Fundamental,9.65,90,6,6.02,24,5.77
973,Aluno973,Masculino,,8.16,98,7,9.49,21,8.48
974,Aluno974,Feminino,Ensino Médio,5.71,67,8,7.4,24,5.89
975,Aluno975,Masculino,Ensino Fundamental,9.29,89,10,9.17,16,6.78
976,Aluno976,Masculino,Ensino Superior,9.76,78,8,7.86,19,8.85
977,Aluno977,Feminino,Ensino Médio,8.02,67,5,7.83,18,5.92
978,Aluno978,Masculino,,9.65,98,8,9.52,16,7.54
979,Aluno979,Feminino,Ensino Médio,7.34,67,9,5.76,17,5.7
980,Aluno980,Feminino,Ensino Fundamental,8.96,62,7,7.28,22,7.8
981,Aluno981,Masculino,Ensino Superior,7.0,74,8,8.81,19,8.29
982,Aluno982,Feminino,Ensino Médio,5.79,67,7,6.94,18,5.32
983,Aluno983,Masculino,Ensino Fundamental,6.0,57,8,8.25,16,8.39
984,Aluno984,Masculino,Ensino Superior,6.94,68,6,7.86,23,5.92
985,Aluno985,Masculino,,5.34,97,7,5.62,25,7.07
986,Aluno986,Masculino,Ensino Fundamental,8.18,82,8,5.83,24,6.26
987,Aluno987,Masculino,Ensino Superior,8.03,92,9,7.52,25,9.68
988,Aluno988,Feminino,Ensino Fundamental,9.27,59,6,8.27,25,6.03
989,Aluno989,Feminino,Ensino Fundamental,8.12,71,5,8.82,22,8.06
990,Aluno990,Masculino,Ensino Superior,9.68,75,5,9.67,16,7.09
991,Aluno991,Feminino,Ensino Médio,8.48,67,6,7.1,23,5.25
992,Aluno992,Feminino,Ensino Médio,6.48,67,5,5.32,19,7.99
993,Aluno993,Masculino,Ensino Superior,7.86,82,5,7.58,21,5.51
994,Aluno994,Feminino,Ensino Fundamental,8.14,79,4,9.87,19,8.04
995,Aluno995,Masculino,Ensino Superior,6.0,92,9,5.63,24,7.53
996,Aluno996,Feminino,Ensino Fundamental,5.48,57,9,6.11,25,6.67
997,Aluno997,Masculino,Ensino Superior,6.22,53,4,6.25,15,6.16
998,Aluno998,Feminino,Ensino Fundamental,6.67,83,7,8.54,25,7.47
999,Aluno999,Masculino,Ensino Fundamental,8.71,67,5,8.64,18,7.97
1000,Aluno1000,Feminino,Ensino Médio,9.53,67,6,9.09,22,7.79
